2024-08-01T00:00:00+00:00,2.0167
2024-08-01T01:00:00+00:00,1.6833
2024-08-01T02:00:00+00:00,1.4667
2024-08-01T03:00:00+00:00,1.8000
2024-08-01T04:00:00+00:00,1.6250
2024-08-01T05:00:00+00:00,1.1500
2024-08-01T06:00:00+00:00,1.5750
2024-08-01T07:00:00+00:00,2.6667
2024-08-01T08:00:00+00:00,2.5833
2024-08-01T09:00:00+00:00,4.1750
2024-08-01T10:00:00+00:00,3.2750
2024-08-01T11:00:00+00:00,3.3583
2024-08-01T12:00:00+00:00,1.7500
2024-08-01T13:00:00+00:00,1.8250
2024-08-01T14:00:00+00:00,2.6083
2024-08-01T15:00:00+00:00,3.4583
2024-08-01T16:00:00+00:00,16.4818
2024-08-01T17:00:00+00:00,10.2167
2024-08-01T18:00:00+00:00,15.5167
2024-08-01T19:00:00+00:00,15.2667
2024-08-01T20:00:00+00:00,5.9583
2024-08-01T21:00:00+00:00,6.5083
2024-08-01T22:00:00+00:00,7.0500
2024-08-01T23:00:00+00:00,2.1917
2024-08-02T00:00:00+00:00,0.6417
2024-08-02T01:00:00+00:00,0.9667
2024-08-02T02:00:00+00:00,1.1917
2024-08-02T03:00:00+00:00,0.9250
2024-08-02T04:00:00+00:00,0.3583
2024-08-02T05:00:00+00:00,1.0750
2024-08-02T06:00:00+00:00,1.1000
2024-08-02T07:00:00+00:00,0.4083
2024-08-02T08:00:00+00:00,3.0250
2024-08-02T09:00:00+00:00,2.3833
2024-08-02T10:00:00+00:00,3.7000
2024-08-02T11:00:00+00:00,3.2583
2024-08-02T12:00:00+00:00,3.5667
2024-08-02T13:00:00+00:00,4.3000
2024-08-02T14:00:00+00:00,5.7750
2024-08-02T15:00:00+00:00,4.3500
2024-08-02T16:00:00+00:00,5.0417
2024-08-02T17:00:00+00:00,5.1333
2024-08-02T18:00:00+00:00,4.6500
2024-08-02T19:00:00+00:00,3.7583
2024-08-02T20:00:00+00:00,3.8917
2024-08-02T21:00:00+00:00,3.4083
2024-08-02T22:00:00+00:00,3.1833
2024-08-02T23:00:00+00:00,2.7083
2024-08-03T00:00:00+00:00,2.8333
2024-08-03T01:00:00+00:00,1.9000
2024-08-03T02:00:00+00:00,1.6667
2024-08-03T03:00:00+00:00,1.4167
2024-08-03T04:00:00+00:00,1.5500
2024-08-03T05:00:00+00:00,1.3167
2024-08-03T06:00:00+00:00,0.8250
2024-08-03T07:00:00+00:00,0.4667
2024-08-03T08:00:00+00:00,1.9333
2024-08-03T09:00:00+00:00,2.6833
2024-08-03T10:00:00+00:00,4.9583
2024-08-03T11:00:00+00:00,3.3000
2024-08-03T12:00:00+00:00,3.7917
2024-08-03T13:00:00+00:00,3.6583
2024-08-03T14:00:00+00:00,6.2417
2024-08-03T15:00:00+00:00,4.1583
2024-08-03T16:00:00+00:00,6.0500
2024-08-03T17:00:00+00:00,4.3083
2024-08-03T18:00:00+00:00,3.7250
2024-08-03T19:00:00+00:00,3.4417
2024-08-03T20:00:00+00:00,4.1417
2024-08-03T21:00:00+00:00,3.4333
2024-08-03T22:00:00+00:00,2.3917
2024-08-03T23:00:00+00:00,1.9000
2024-08-04T00:00:00+00:00,2.0417
2024-08-04T01:00:00+00:00,1.5500
2024-08-04T02:00:00+00:00,1.3583
2024-08-04T03:00:00+00:00,1.3333
2024-08-04T04:00:00+00:00,1.2250
2024-08-04T05:00:00+00:00,1.2000
2024-08-04T06:00:00+00:00,1.1250
2024-08-04T07:00:00+00:00,0.8417
2024-08-04T08:00:00+00:00,1.1583
2024-08-04T09:00:00+00:00,1.4667
2024-08-04T10:00:00+00:00,1.8000
2024-08-04T11:00:00+00:00,2.3917
2024-08-04T12:00:00+00:00,3.0167
2024-08-04T13:00:00+00:00,3.4000
2024-08-04T14:00:00+00:00,3.1667
2024-08-04T15:00:00+00:00,7.4417
2024-08-04T16:00:00+00:00,4.1083
2024-08-04T17:00:00+00:00,7.8333
2024-08-04T18:00:00+00:00,18.1583
2024-08-04T19:00:00+00:00,21.4667
2024-08-04T20:00:00+00:00,3.8417
2024-08-04T21:00:00+00:00,5.4583
2024-08-04T22:00:00+00:00,2.4833
2024-08-04T23:00:00+00:00,2.5417
2024-08-05T00:00:00+00:00,2.2917
2024-08-05T01:00:00+00:00,2.2167
2024-08-05T02:00:00+00:00,1.6083
2024-08-05T03:00:00+00:00,1.2583
2024-08-05T04:00:00+00:00,1.5750
2024-08-05T05:00:00+00:00,1.0000
2024-08-05T06:00:00+00:00,1.5333
2024-08-05T07:00:00+00:00,1.9750
2024-08-05T08:00:00+00:00,1.8833
2024-08-05T09:00:00+00:00,3.2083
2024-08-05T10:00:00+00:00,3.6083
2024-08-05T11:00:00+00:00,4.0417
2024-08-05T12:00:00+00:00,7.1417
2024-08-05T13:00:00+00:00,3.6167
2024-08-05T14:00:00+00:00,5.3917
2024-08-05T15:00:00+00:00,6.7417
2024-08-05T16:00:00+00:00,8.3000
2024-08-05T17:00:00+00:00,12.4667
2024-08-05T18:00:00+00:00,5.8833
2024-08-05T19:00:00+00:00,5.6833
2024-08-05T20:00:00+00:00,5.0083
2024-08-05T21:00:00+00:00,4.3500
2024-08-05T22:00:00+00:00,3.6500
2024-08-05T23:00:00+00:00,2.3417
2024-08-06T00:00:00+00:00,1.9000
2024-08-06T01:00:00+00:00,1.0667
2024-08-06T02:00:00+00:00,0.8083
2024-08-06T03:00:00+00:00,0.1750
2024-08-06T04:00:00+00:00,-0.8833
2024-08-06T05:00:00+00:00,-0.1083
2024-08-06T06:00:00+00:00,0.8917
2024-08-06T07:00:00+00:00,1.2333
2024-08-06T08:00:00+00:00,2.3000
2024-08-06T09:00:00+00:00,3.3917
